"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/20/2016","Public Domain P","PUBLIC DOMAIN Portland ORP4B3T4 squareup.com/receipts 320162330039265048","25.01","debit","Coffee Shops","Starwood Preferred Guest","",""
"8/20/2016","I Luv Teriyaki","I LUV TERIYAKI SEATTLE WA","10.14","debit","Restaurants","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/19/2016","IKEA","IKEA SEATLE RENTON WA56175957 MISC HOME FURNISHINGS 320162320032944520","311.63","debit","Furnishings","Starwood Preferred Guest","",""
"8/19/2016","Thank You","ONLINE PAYMENT - THANK YOU 320162320035578342","3000.00","credit","Credit Card Payment","Starwood Preferred Guest","",""
"8/19/2016","Rooftop Brewing Comp","ROOFTOP BREWING COMPSeattle WAP366D4 squareup.com/receipts 320162310007546428","11.50","debit","Uncategorized","Starwood Preferred Guest","",""
"8/19/2016","Revel","REVEL SEATTLE WA85179246232 206-547-2040 320162320022043577","47.10","debit","Restaurants","Starwood Preferred Guest","",""
"8/19/2016","Curbside Burgers Bseattle","CURBSIDE BURGERS & BSeattle WAUBQX56 squareup.com/receipts 320162310007662267","6.50","debit","Fast Food","Starwood Preferred Guest","",""
"8/19/2016","Rooftop Brewing Comp","ROOFTOP BREWING COMPSeattle WAP37BT7 squareup.com/receipts 320162310007505875","18.40","debit","Uncategorized","Starwood Preferred Guest","",""
"8/19/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:CONS PAY ID: INDN:GAVIRIA,JUAN PABLO CO ID:XXXXX90002 PPD","3400.00","credit","Income","BofA Core Checking","",""
"8/19/2016","American Express","AMERICAN EXPRESS DES:ACH PMT ID:W2592 INDN:JUAN GAVIRIA CO ID:XXXXX33497 WEB","3000.00","debit","Credit Card Payment","BofA Core Checking","",""
"8/19/2016","Minimo Inter Ses","MINIMO INTERÉSES C_BANKCHARGES","1.50","debit","Uncategorized","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/18/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIOC26NWZUJTV BOOK STORES 320162310015125139","259.00","debit","Shopping","Starwood Preferred Guest","",""
"8/18/2016","Shell","SHOWA SHELL SEKIYU H* JPGAS STATION 320162310017947550","70.02","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/18/2016","Thank You","ONLINE PAYMENT - THANK YOU 320162310020704516","1500.00","credit","Credit Card Payment","Starwood Preferred Guest","",""
"8/18/2016","Amazon","AMAZON PRIME NOW AMAZON.COM/BIMSL84FMPNCK MERCHANDISE 320162310017800480","21.76","debit","Shopping","Starwood Preferred Guest","",""
"8/18/2016","Transfer from BofA Core Checking","Online Banking transfer from CHK 0561 Confirmation# 2254135610","1600.00","credit","Transfer","BofA Core Checking","",""
"8/18/2016","American Express","AMERICAN EXPRESS DES:ACH PMT ID:W9200 INDN:JUAN GAVIRIA CO ID:XXXXX33497 WEB","1500.00","debit","Credit Card Payment","BofA Core Checking","",""
"8/18/2016","Transfer to Regular Savings","Online Banking transfer to Sav 0574 Confirmation# 2552863630","300.00","debit","Transfer","BofA Core Checking","",""
"8/18/2016","Transfer to BankAmericard Cash Rewards Visa Platinum Plus","Online Banking payment to CRD 5455 Confirmation# 2552883246","389.00","debit","Credit Card Payment","BofA Core Checking","",""
"8/18/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:PAYROLL ID:XXXXX900000021X INDN:GAVIRIA...","3393.15","credit","Paycheck","BofA Core Checking","",""
"8/18/2016","Transfer to eBanking","Online Banking transfer to CHK 3919 Confirmation# 2254135610","1600.00","debit","Transfer","BofA Core Checking","",""
"8/18/2016","Transfer from BofA Core Checking","Online payment from CHK 0","389.00","credit","Credit Card Payment","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/18/2016","Transfer from BofA Core Checking","Online Banking transfer from CHK 0561 Confirmation# 2552863630","300.00","credit","Transfer","Regular Savings","",""
"8/17/2016","Tripod Coffee Llc","TRIPOD COFFEE LLC Seattle WAP3Y7TM squareup.com/receipts 320162300997460334","4.25","debit","Coffee Shops","Starwood Preferred Guest","",""
"8/17/2016","Nibbles Ublvct Squareup","NIBBLES Seattle WAUBLVCT squareup.com/receipts 320162300995982880","10.00","debit","Uncategorized","Starwood Preferred Guest","",""
"8/17/2016","Culinart","CULINARY ESSENTIALS SEATTLE WA73011006230 2067891334 320162300995053943","29.54","debit","Fast Food","Starwood Preferred Guest","",""
"8/17/2016","Consumer Reports","CONSUMERREPORTS.ORG 800-333-066ERO88365242 INFORMATION 320162300995929508","6.95","debit","Books","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458135","18.10","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458137","9.44","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458136","8.22","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458139","9.08","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458138","2.51","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458140","8.31","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458146","7.28","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458145","3.39","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458148","15.56","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458147","5.19","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458142","11.75","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458141","6.30","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458144","10.47","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458143","6.83","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458149","9.39","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458151","11.40","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458150","4.12","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Hudson","HUDSON SEATTLE 0665 SEATTLE WA66930007 206-767-4777 320162300993925476","14.88","debit","Restaurants","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458153","3.20","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458152","7.41","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162300000458154","4.82","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/17/2016","Ballard Market","BALLARD MARKET SEATTLE WA26375574 8009342100 320162300999305375","83.10","debit","Groceries","Starwood Preferred Guest","",""
"8/17/2016","Seattle Park","SEATTLE 684-PARK 080SEATTLE WA8002006575 206-684-7275 320162300995873321","1.50","debit","Parking","Starwood Preferred Guest","",""
"8/17/2016","King's Hardware","KINGS HARDWARE SEATTLE WA","56.82","debit","Business Services","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/16/2016","Amazon","AMAZON.COM AMZN.COM/BILL WAVBS9X4QLKYC MERCHANDISE 320162290987004927","382.50","debit","Shopping","Starwood Preferred Guest","",""
"8/16/2016","Ballard","RUDYS BALLARD 0001 SEATTLE WA00002606 206-783-8500 320162290982675773","37.00","debit","Business Services","Starwood Preferred Guest","",""
"8/16/2016","Jr Central Japan","JR CENTRAL JAPANFREIGHT RAILROAD 320162290980123165","175.11","debit","Uncategorized","Starwood Preferred Guest","",""
"8/16/2016","Rakutensp Carioca Aichi","RAKUTENSP CARIOCA AICHIMISC/SPECIALTY RETAIL 320162290980123164","61.58","debit","Uncategorized","Starwood Preferred Guest","",""
"8/16/2016","Veg Wich Ubiagb","VEG-WICH Seattle WAUBIAGB squareup.com/receipts 320162290982245215","9.00","debit","Uncategorized","Starwood Preferred Guest","",""
"8/16/2016","Amazon Fresh","AMAZONFRESH WWW.AMZN/FRSH WADIHRG21CZ66 GROCERY 320162290978817035","80.35","debit","Groceries","Starwood Preferred Guest","",""
"8/16/2016","Marriott","NAGOYA MARRIOTT ASSO* JPLODGING 320162290988964841","1164.38","debit","Hotel","Starwood Preferred Guest","",""
"8/16/2016","Transfer to TD MINIMUM CHEQUING ACCOUNT","Transfer to TD MINIMUM CHEQUING ACCOUNT 6328801 WI125","1200.00","debit","Transfer","LINE OF CREDIT UNSECURED","",""
"8/16/2016","Transfer from LINE OF CREDIT UNSECURED","Transfer from LINE OF CREDIT UNSECURED 3258410 WI125","1200.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/16/2016","Pinnacle Goodm Des","Pinnacle / Goodm DES:RESIDENT ID: 58308811 INDN:juan p gaviria CO...","2300.97","debit","Mortgage & Rent","BofA Core Checking","",""
"8/16/2016","Shell","SHELL OIL 57444040406 SEATTLE WA","52.76","debit","Gas & Fuel","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/15/2016","Fred Meyer","FRED MEYER SEATTLE WA999999962278008589202 320162280976124199","2.60","debit","Groceries","Starwood Preferred Guest","",""
"8/15/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BISJSGGLRB8RP BOOK STORES 320162280968182626","44.45","debit","Shopping","Starwood Preferred Guest","",""
"8/15/2016","PayPal","PAYPAL*PAYPAL *BOBEBMONTREAL CA2711785554 4029357733 320162280970354038","77.39","debit","Shopping","Starwood Preferred Guest","",""
"8/15/2016","Amazon","Amazon US Prime Seattle WAYGJ4SSZ9S36 SHIPPINGCLUB 320162280970807817","12.05","debit","Shopping","Starwood Preferred Guest","",""
"8/15/2016","Seijiyouishii Japan Grocery","SEIJIYOUISHII JAPANGROCERY STORE 320162280976394915","13.80","debit","Groceries","Starwood Preferred Guest","",""
"8/15/2016","Taxi Mainichi Aichi","TAXI MAINICHI AICHITAXICAB & LIMOUSINE 320162280966472260","9.52","debit","Rental Car & Taxi","Starwood Preferred Guest","",""
"8/15/2016","Drunkys Two Shoe","DRUNKYS TWO SHOE BBQSEATTLE WA10156320160 2066933962 320162280965715564","11.81","debit","Clothing","Starwood Preferred Guest","",""
"8/15/2016","Target","TARGET NORTHGATE 128SEATTLE WA00947576 DISCOUNT STORE 320162280972049295","421.16","debit","Shopping","Starwood Preferred Guest","",""
"8/15/2016","Starbucks","STARBUCKS COFFEE JAP* JPMISC FOOD STORE 320162280974865945","8.13","debit","Coffee Shops","Starwood Preferred Guest","",""
"8/15/2016","Bic Camera Nagoyaeki","BIC CAMERA NAGOYAEKI* JPELECTRONICS STORE 320162280974865270","173.78","debit","Uncategorized","Starwood Preferred Guest","",""
"8/15/2016","Pyl Goodma V","PYL*Goodma 1023.95_V","1364.38","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/15/2016","Transfer from Regular Savings","Online Banking transfer from SAV 0574 Confirmation# 1421580674","690.00","credit","Transfer","BofA Core Checking","",""
"8/15/2016","Transfer to Regular Savings","Automatic Transfer to SAV 0574 Confirmation# 1066927800","25.00","debit","Transfer","BofA Core Checking","",""
"8/15/2016","Transfer from BankAmericard Cash Rewards Visa Platinum Plus","Online Banking advance from CRD 5455 Confirmation# 2521591219","200.00","credit","Transfer","BofA Core Checking","",""
"8/15/2016","Msi Renters Insurance","MSI RENTERS INSURANCE 844-788-0873 TX","41.84","debit","Financial","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/15/2016","El Camion","EL CAMION ADENTRO SEATTLE WA","7.58","debit","Business Services","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/15/2016","Cargo","CARGO POR TRANSACCIÓN BANCARIA C_FEES","10.00","debit","Gift","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/15/2016","Parcel Pending Ca","PARCEL PENDING INC 855-316-4756 CA","20.00","debit","Charity","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/15/2016","Transfer to BofA Core Checking","Online Banking advance to NOOFFERID C_BANKTRANSACTION","200.00","debit","Transfer","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/15/2016","Transfer from BofA Core Checking","Automatic Transfer from CHK 0561 Confirmation# 1066927800","25.00","credit","Transfer","Regular Savings","",""
"8/15/2016","Transfer to BofA Core Checking","Online Banking transfer to CHK 0561 Confirmation# 1421580674","690.00","debit","Transfer","Regular Savings","",""
"8/14/2016","iTunes","WWW.ITUNES.COM/BILL CUPERTINO CAMLWBNH1NFX0 ITUNES STORE & APP ST 320162270956450262","27.38","debit","Music","Starwood Preferred Guest","",""
"8/12/2016","Thank You","ONLINE PAYMENT - THANK YOU 320162250937036437","3913.77","credit","Credit Card Payment","Starwood Preferred Guest","",""
"8/12/2016","Marriott","NAGOYA MARRIOTT ASSO* JPLODGING 320162250934599288","1242.24","debit","Hotel","Starwood Preferred Guest","",""
"8/12/2016","Air Canada","AIR CANADA AIRCANADANEW YORKLOF-2016081 AIRCANADA.COM 320162250929079385","1108.58","debit","Air Travel","Starwood Preferred Guest","",""
"8/12/2016","Transfer from TD MINIMUM CHEQUING ACCOUNT","Transfer from TD MINIMUM CHEQUING ACCOUNT 6328801 IE114","2000.00","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"8/12/2016","American Express","American Express W5Z4Q8","4210.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/12/2016","Transfer to LINE OF CREDIT UNSECURED","Transfer to LINE OF CREDIT UNSECURED 3258410 IE114","2000.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/12/2016","Jr Toukai Minatoku","CHECKCARD 0807 JR TOUKAI MINATOKU 74542016224000160827206","118.80","debit","Travel","BofA Core Checking","",""
"8/12/2016","C A Withdrwl","26C4A 08/13 #000091056 WITHDRWL FAMILYMART SAKAE3 AICHI INTERNATIONAL...","6.00","debit","Cash & ATM","BofA Core Checking","",""
"8/12/2016","American Express","AMERICAN EXPRESS DES:ACH PMT ID:M9676 INDN:JUAN GAVIRIA CO ID:XXXXX33497 WEB","3913.77","debit","Credit Card Payment","BofA Core Checking","",""
"8/12/2016","Transfer from BofA Core Checking","Online scheduled transfer from CHK 0561 Confirmation# 1065777346","4000.00","credit","Transfer","BofA Core Checking","",""
"8/12/2016","Jr Toukai Minatoku","CHECKCARD 0807 JR TOUKAI MINATOKU 74542016224000160827206 INTERNATIONAL...","3.56","debit","Travel","BofA Core Checking","",""
"8/12/2016","C A Withdrwl","26C4A 08/13 #000091056 WITHDRWL FAMILYMART SAKAE3 AICHI FEE","5.00","debit","Cash & ATM","BofA Core Checking","",""
"8/12/2016","C A Withdrwl","26C4A 08/13 #000091056 WITHDRWL FAMILYMART SAKAE3 AICHI","200.14","debit","Cash & ATM","BofA Core Checking","",""
"8/12/2016","Transferwiseltd Des Juan","TransferwiseLtd DES:Juan Gavir ID: INDN:Juan Gaviria CO ID:XXXXX11703 WEB","4000.00","debit","Transfer","BofA Core Checking","",""
"8/12/2016","Transfer to eBanking","Online scheduled transfer to CHK 3919 Confirmation# 1065777346","4000.00","debit","Transfer","BofA Core Checking","",""
"8/11/2016","Esca Japan General","ESCA JAPANGENERAL MERCHANDISE 320162240923414204","73.81","debit","Shopping","Starwood Preferred Guest","",""
"8/11/2016","American Express","American Express FTD","35.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/11/2016","Transferwise Msp","TransferWise MSP","5170.70","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/11/2016","Hgb Withdrwl Nakamura","00HGB 08/11 #000075495 WITHDRWL NAKAMURA-KU NAGO AICHI FEE","5.00","debit","Cash & ATM","BofA Core Checking","",""
"8/11/2016","Hgb Withdrwl Nakamura","00HGB 08/11 #000075495 WITHDRWL NAKAMURA-KU NAGO AICHI","198.12","debit","Cash & ATM","BofA Core Checking","",""
"8/11/2016","Hgb Withdrwl Nakamura","00HGB 08/11 #000075495 WITHDRWL NAKAMURA-KU NAGO AICHI INTERNATIONAL...","5.94","debit","Cash & ATM","BofA Core Checking","",""
"8/11/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:PAYROLL ID:XXXXX300000009X INDN:GAVIRIA...","5913.42","credit","Paycheck","BofA Core Checking","",""
"8/11/2016","Transferwiseltd Des Juan","TransferwiseLtd DES:Juan Gavir ID: INDN:Juan Gaviria CO ID:XXXXX11703 WEB","1000.00","debit","Transfer","BofA Core Checking","",""
"8/10/2016","Transferwise Msp","TransferWise MSP","1293.91","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/10/2016","Transfer to BofA Core Checking","Online Banking transfer to CHK 0561 Confirmation# 2180977649","500.00","debit","Transfer","BofA Core Checking","",""
"8/10/2016","Reversal Juan P","REVERSAL JUAN P GAVIRIA:Transferwise CFSB Confirmation# 1482968490","3000.00","credit","Transfer","BofA Core Checking","",""
"8/10/2016","Transfer from eBanking","Online Banking transfer from CHK 3919 Confirmation# 2180977649","500.00","credit","Transfer","BofA Core Checking","",""
"8/08/2016","Esca Japan General","ESCA JAPANGENERAL MERCHANDISE 320162210869820125","9.92","debit","Shopping","Starwood Preferred Guest","",""
"8/08/2016","Bic Camera Nagoyaeki","BIC CAMERA NAGOYAEKI* JPELECTRONICS STORE 320162210877673933","15.53","debit","Uncategorized","Starwood Preferred Guest","",""
"8/08/2016","Bic Camera Nagoyaeki","BIC CAMERA NAGOYAEKI* JPELECTRONICS STORE 320162210877673932","348.57","debit","Uncategorized","Starwood Preferred Guest","",""
"8/08/2016","American Express","American Express R5J7A2","600.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/07/2016","Ogawa Coffee Kyotoekkyoto","OGAWA COFFEE KYOTOEKKYOTOMISC FOOD STORE 320162200867401505","8.63","debit","Coffee Shops","Starwood Preferred Guest","",""
"8/07/2016","Nagoyaekitenpo Aichi General","NAGOYAEKITENPO AICHIGENERAL MERCHANDISE 320162200867401503","3.97","debit","Shopping","Starwood Preferred Guest","",""
"8/07/2016","Kyotokimurayahonten Kyoto Bar","KYOTOKIMURAYAHONTEN KYOTOBAR/NIGHTCLUB 320162200867401504","76.85","debit","Alcohol & Bars","Starwood Preferred Guest","",""
"8/07/2016","Esca Japan General","ESCA JAPANGENERAL MERCHANDISE 320162200867401501","10.71","debit","Shopping","Starwood Preferred Guest","",""
"8/07/2016","Uni Mole Aichi","UNI MOLE AICHIGENERAL MERCHANDISE 320162200867401502","3.64","debit","Shopping","Starwood Preferred Guest","",""
"8/07/2016","Apple","APPLE STORE SAKAE -N* JP040 MISC/SPECIALTY RETAIL 320162200857337875","40.70","debit","Electronics & Software","Starwood Preferred Guest","",""
"8/07/2016","Apple","APPLE STORE SAKAE -N* JP052 MISC/SPECIALTY RETAIL 320162200857337874","77.35","debit","Electronics & Software","Starwood Preferred Guest","",""
"8/07/2016","Marriott","NAGOYA MARRIOTT ASSO* JPLODGING 320162200867403891","63.47","debit","Hotel","Starwood Preferred Guest","",""
"8/05/2016","External Transfer Fee","External transfer fee - 3 Day - 08/04/2016 Confirmation: 179136456","3.00","debit","Transfer","BofA Core Checking","",""
"8/04/2016","Restaurant J-B","TOWERS RESTAURANT JAPANGENERAL MERCHANDISE 320162170814803698","45.09","debit","Restaurants","Starwood Preferred Guest","",""
"8/04/2016","iTunes","WWW.ITUNES.COM/BILL CUPERTINO CAMLWB5LT07S0 ITUNES STORE & APP ST 320162170818599686","1.09","debit","Music","Starwood Preferred Guest","",""
"8/04/2016","T-Mobile","TMOBILE*AUTO PAY 800-937-8997 WA1527331706 955669142 98006 320162170817551409","75.71","debit","Mobile Phone","Starwood Preferred Guest","",""
"8/04/2016","Transferwise Msp","TransferWise MSP","648.19","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/04/2016","Transfer to Regular Savings","Online scheduled transfer to SAV 0574 Confirmation# 1063566135","350.00","debit","Transfer","BofA Core Checking","",""
"8/04/2016","Transferwiseltd Des Juan","TransferwiseLtd DES:Juan Gavir ID: INDN:Juan Gaviria CO ID:XXXXX11703 WEB","500.00","debit","Transfer","BofA Core Checking","",""
"8/04/2016","Transfer from BofA Core Checking","Online Banking transfer from CHK 0561 Confirmation# 6230667011","500.00","credit","Transfer","BofA Core Checking","",""
"8/04/2016","Reversal Juan Gomez","REVERSAL JUAN GOMEZ:Marc-Andre Sabourin Confirmation# 0630891620","615.00","credit","Income","BofA Core Checking","",""
"8/04/2016","Noramtec Consult Des","NORAMTEC CONSULT DES:PAYROLL ID:XXXXX900000018X INDN:GAVIRIA...","4556.00","credit","Paycheck","BofA Core Checking","",""
"8/04/2016","Transfer to eBanking","Online Banking transfer to CHK 3919 Confirmation# 6230667011","500.00","debit","Transfer","BofA Core Checking","",""
"8/04/2016","Transfer Juan P","TRANSFER JUAN P GAVIRIA:Transferwise CFSB Confirmation# 1435242984","3000.00","debit","Transfer","BofA Core Checking","",""
"8/04/2016","Chk","Online payment from CHK 3","39.00","credit","Credit Card Payment","Bank of America Cash Rewards Visa Platinum Plus ","",""
"8/04/2016","Transfer from eBanking","Online scheduled transfer from CHK 3919 Confirmation# 1063566135","350.00","credit","Transfer","Regular Savings","",""
"8/03/2016","Gate","GATE WALK JAPANGENERAL MERCHANDISE 320162160799593960","9.57","debit","Gas & Fuel","Starwood Preferred Guest","",""
"8/03/2016","Sun Life","SUN LIFE INS","63.81","debit","Life Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/03/2016","Bmwgroup Fs Ap","BMWGROUP FS PMT AP","834.47","debit","Auto Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/03/2016","Transfer to Regular Savings","Online Banking transfer to SAV 0574 Confirmation# 6227376434","50.00","debit","Transfer","BofA Core Checking","",""
"8/03/2016","Transfer to Regular Savings","Online Banking transfer to SAV 0574 Confirmation# 5227382284","300.00","debit","Transfer","BofA Core Checking","",""
"8/03/2016","Transfer to BankAmericard Cash Rewards Visa Platinum Plus","Online Banking payment to CRD 5455 Confirmation# 0627386309","39.00","debit","Credit Card Payment","BofA Core Checking","",""
"8/03/2016","Transfer from eBanking","Online Banking transfer from CHK 3919 Confirmation# 5227382284","300.00","credit","Transfer","Regular Savings","",""
"8/03/2016","Transfer from eBanking","Online Banking transfer from CHK 3919 Confirmation# 6227376434","50.00","credit","Transfer","Regular Savings","",""
"8/02/2016","Restaurant J-B","TOWERS RESTAURANT JAPANGENERAL MERCHANDISE 320162150783402551","37.19","debit","Restaurants","Starwood Preferred Guest","",""
"8/02/2016","Transfer from TD MINIMUM CHEQUING ACCOUNT","PYT FRM: 03616328801","251.42","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"8/02/2016","Transfer from TD MINIMUM CHEQUING ACCOUNT","Transfer from TD MINIMUM CHEQUING ACCOUNT 6328801 RT032","250.00","credit","Credit Card Payment","LINE OF CREDIT UNSECURED","",""
"8/02/2016","View Cheque Chq","View Cheque CHQ#00334-2143798594","155.00","debit","Parking","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Td Mortgage","Payment to TD Mortgage","1139.00","debit","Mortgage & Rent","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Interac E Transfer","Interac e-Transfer C2***h4c","1600.00","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Wire","160801S3455300WIRE","1267.11","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Td Assurance Ins","TD Assurance INS","105.54","debit","Auto Insurance","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Notrdameo Msp","950-80NotrDameO MSP","228.94","debit","Uncategorized","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Transfer to LINE OF CREDIT UNSECURED","PYT TO: 03613258410","251.42","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Transferwise Msp","TransferWise MSP","126.35","credit","Transfer","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Transfer to LINE OF CREDIT UNSECURED","Transfer to LINE OF CREDIT UNSECURED 3258410 RT032","250.00","debit","Credit Card Payment","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/02/2016","Hydro-Quebec","HYDRO-QUEBEC BPY","35.25","debit","Utilities","TD UNLIMITED CHEQUING ACCOUNT","",""
"8/01/2016","Enakyo Meitetsu Restgifu","ENAKYO MEITETSU RESTGIFURESTAURANT 320162140779848430","36.97","debit","Restaurants","Starwood Preferred Guest","",""
"8/01/2016","Starbucks","STARBUCKS YOKOKAWA S* JPMISC FOOD STORE 320162140778202593","5.80","debit","Coffee Shops","Starwood Preferred Guest","",""
"8/01/2016","Marriott","NAGOYA MARRIOTT ASSO* JPLODGING 320162140778202592","1473.47","debit","Hotel","Starwood Preferred Guest","",""
"8/01/2016","Yamachan Nagoyaekihiaichi Bar","YAMACHAN NAGOYAEKIHIAICHIBAR/NIGHTCLUB 320162140769792484","86.07","debit","Alcohol & Bars","Starwood Preferred Guest","",""
"8/01/2016","American Express","AMERICAN EXPRESS DES:ACH PMT ID:M5538 INDN:JUAN GAVIRIA CO ID:XXXXX33497 WEB","1009.86","debit","Credit Card Payment","BofA Core Checking","",""
"7/30/2016","Thank You","ONLINE PAYMENT - THANK YOU 320162120755669441","1009.86","credit","Credit Card Payment","Starwood Preferred Guest","",""
"7/30/2016","Cuota Anual","CUOTA ANUAL C_FEES","39.00","debit","Uncategorized","Bank of America Cash Rewards Visa Platinum Plus ","",""
"7/29/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162110737863235","2.39","debit","Gas & Fuel","Starwood Preferred Guest","",""
"7/29/2016","Circle K","CIRCLEK SUNKUS * JPMISC FOOD STORE 320162110737863236","8.36","debit","Gas & Fuel","Starwood Preferred Guest","",""
"7/29/2016","Interest","INTEREST","189.59","debit","Uncategorized","LINE OF CREDIT UNSECURED","",""
"7/29/2016","Withdrawal Fees","WITHDRAWAL FEES","5.00","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/29/2016","Overdraft Fee","OVERDRAFT INTEREST","16.76","debit","Bank Fee","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/29/2016","Air Canada Pay","AIR CANADA PAY","1108.70","credit","Income","TD UNLIMITED CHEQUING ACCOUNT","",""
"7/29/2016","Monthly Account Fee","MONTHLY ACCOUNT FEE","3.95","debit","Fees & Charges","TD UNLIMITED CHEQUING ACCOUNT","",""
